State,Year,gini,min_wage,unemployment,GDP (in millions USD),Population,Residents with Bachelor's Degree or Higher,GDP per Capita,% with College Degree,Union Membership %,Adjusted Household Income,Unadjusted Household Income
West Virginia,2013,0.4647,7.25,6.716666666666666,70998.6,1854304.0,146732.0,38288.543841786464,7.913049855902808,12.7,39552.0,41993.0
Wisconsin,2013,0.4446,7.25,6.641666666666667,281832.6,5742713.0,711851.0,49076.56015545266,12.395726549454936,12.3,58080.0,61665.0
Wyoming,2013,0.4183,5.15,4.733333333333333,38943.0,582658.0,68225.0,66836.80649712181,11.70927027518716,5.7,55690.0,59128.0
Alabama,2014,0.4758,7.25,6.733333333333333,195037.7,4849377.0,478058.0,40219.12505462042,9.858132292044937,10.8,44509.0,47175.0
Alaska,2014,0.4175,7.75,6.741666666666667,55750.6,736732.0,85634.0,75672.83625524613,11.623494024964302,22.8,75112.0,79611.0
Arizona,2014,0.4676,7.9,6.791666666666667,284851.4,6731484.0,765784.0,42316.28568083947,11.376154203144507,5.3,52248.0,55378.0
Arkansas,2014,0.4714,6.25,5.9,116151.8,2966369.0,272411.0,39156.220955653196,9.183314685394837,4.7,42798.0,45362.0
California,2014,0.489,9.0,7.566666666666666,2399077.7,38802500.0,5120162.0,61827.915727079446,13.195443592552024,16.3,63636.0,67448.0
Colorado,2014,0.4584,8.0,4.983333333333333,305690.9,5355866.0,862158.0,57075.90518508118,16.09745277421056,9.5,66596.0,70585.0
Connecticut,2014,0.5005,8.7,6.616666666666667,248778.9,3596677.0,527472.0,69169.09691918401,14.665537105500439,14.8,72889.0,77255.0
Delaware,2014,0.4494,7.75,5.608333333333333,67549.8,935614.0,116931.0,72198.36385517959,12.497782205054648,9.9,57756.0,61216.0
Florida,2014,0.4834,7.93,6.433333333333334,840386.4,19893297.0,2448663.0,42244.70182091989,12.3089852828317,8.6,48825.0,51750.0
Georgia,2014,0.4801,5.15,7.141666666666667,485282.5,10097343.0,1199733.0,48060.41549742343,11.881670257215191,5.7,50768.0,53809.0
Hawaii,2014,0.4325,7.25,4.233333333333333,77819.3,1419561.0,200315.0,54819.2715917104,14.111052642330973,4.3,64514.0,68379.0
Idaho,2014,0.4541,7.25,4.383333333333334,63799.4,1634464.0,175108.0,39033.836168921436,10.7134816062024,21.8,51624.0,54716.0
Illinois,2014,0.4765,8.25,7.166666666666667,766120.8,12880580.0,1737022.0,59478.7501805043,13.485588381889634,5.3,60413.0,64032.0
Indiana,2014,0.4455,7.25,5.95,325008.3,6596855.0,682893.0,49267.15836561513,10.35179642420517,15.1,51983.0,55097.0
Iowa,2014,0.4433,7.25,4.2250000000000005,172121.9,3107126.0,383943.0,55395.85456141785,12.356853246376232,10.7,60855.0,64500.0
Kansas,2014,0.4597,7.25,4.508333333333334,148942.7,2904021.0,381292.0,51288.43765248255,13.129794860298874,10.7,54865.0,58152.0
Kentucky,2014,0.4704,7.25,6.416666666666667,186419.0,4413457.0,386963.0,42238.771103921485,8.767798122877373,7.4,42387.0,44926.0
Louisiana,2014,0.4902,7.25,6.25,237717.1,4649676.0,463860.0,51125.51928349416,9.976178985374466,11.0,45922.0,48673.0
Maine,2014,0.4593,7.5,5.558333333333334,55826.7,1330089.0,185890.0,41972.15374309538,13.975756509526807,5.2,50756.0,53796.0
Maryland,2014,0.4491,7.25,5.733333333333333,353248.7,5976407.0,841315.0,59107.2027055721,14.077270841828543,11.0,73594.0,78002.0
Massachusetts,2014,0.4863,8.0,5.741666666666667,473052.0,6745408.0,1077993.0,70129.4866077782,15.981138576050553,11.9,67861.0,71926.0
Michigan,2014,0.4598,8.15,7.233333333333333,448572.1,9909877.0,1105362.0,45265.15313964038,11.154144496445314,13.7,54203.0,57450.0
Minnesota,2014,0.4539,6.5,4.266666666666667,322690.2,5457173.0,834094.0,59131.38542611715,15.284360602091962,14.5,68730.0,72847.0
Mississippi,2014,0.476,7.25,7.591666666666666,103519.8,2994079.0,254250.0,34574.8392076495,8.4917599034628,14.2,40037.0,42435.0
Missouri,2014,0.4628,7.5,6.15,284237.2,6063589.0,696669.0,46876.06630330651,11.489383597733948,3.7,59196.0,62742.0
Montana,2014,0.4544,7.9,4.666666666666667,44608.4,1023579.0,135401.0,43580.808125215546,13.22819245021635,8.4,51395.0,54474.0
Nebraska,2014,0.4352,7.25,3.25,111386.8,1881503.0,247729.0,59200.96858734745,13.166548232981823,12.7,60474.0,64097.0
Nevada,2014,0.4427,7.25,8.158333333333333,134518.4,2839099.0,291473.0,47380.665485775586,10.266390851463791,7.3,52008.0,55123.0
New Hampshire,2014,0.441,7.25,4.325,72304.4,1326813.0,201723.0,54494.79316226175,15.20357427911846,14.4,75675.0,80208.0
New Jersey,2014,0.4757,8.25,6.733333333333333,545465.3,8938175.0,1415973.0,61026.47352507643,15.841858097430404,9.9,68357.0,72452.0
New Mexico,2014,0.477,7.5,6.591666666666666,92586.3,2085572.0,206947.0,44393.7202839317,9.922793363163679,16.5,45119.0,47822.0
New York,2014,0.5111,8.0,6.291666666666667,1425724.1,19746227.0,2651150.0,72202.35541706272,13.426109200507014,5.7,58005.0,61480.0
North Carolina,2014,0.4748,7.25,6.108333333333333,476260.2,9943964.0,1239857.0,47894.40106581239,12.468438139961085,24.6,50797.0,53840.0
North Dakota,2014,0.4664,7.25,2.6166666666666667,58679.9,739482.0,94873.0,79352.70905850311,12.8296564351803,1.9,57415.0,60854.0
Ohio,2014,0.4637,7.25,5.8,592876.2,11594163.0,1301747.0,51135.74822089356,11.227606512000909,5.0,53301.0,56494.0
Oklahoma,2014,0.466,2.0,4.333333333333333,193546.4,3878051.0,405799.0,49908.16263117736,10.463993382242782,12.4,47077.0,49897.0
Oregon,2014,0.4624,9.1,6.641666666666667,188777.5,3970239.0,528064.0,47548.14508647968,13.300559487728572,6.0,60834.0,64478.0
Pennsylvania,2014,0.4686,7.25,5.933333333333334,691173.2,12787209.0,1554120.0,54051.920164908544,12.153707662086386,15.6,60389.0,64006.0
Rhode Island,2014,0.4827,8.0,7.766666666666667,54297.7,1055173.0,131408.0,51458.575987065626,12.453692427687212,12.7,55701.0,59038.0
South Carolina,2014,0.4687,7.25,6.275,191981.5,4832482.0,543917.0,39727.30783063445,11.255437681919975,15.1,46360.0,49137.0
South Dakota,2014,0.4468,7.25,3.333333333333333,46369.9,853175.0,111108.0,54349.81100008791,13.022885105634835,2.2,55065.0,58364.0
Tennessee,2014,0.4811,7.25,6.6000000000000005,303788.8,6549352.0,717801.0,46384.55835020014,10.959878168099683,4.9,47330.0,50165.0
Texas,2014,0.4827,7.25,5.191666666666666,1568070.8,26956958.0,3104847.0,58169.426980596254,11.517794403953147,5.0,56473.0,59856.0
Utah,2014,0.4283,7.25,3.633333333333333,141528.0,2942902.0,353832.0,48091.30579271753,12.02323420895429,4.8,66258.0,70227.0
Vermont,2014,0.4406,8.73,3.9916666666666663,29690.7,626562.0,91472.0,47386.691181399445,14.599034093992294,3.7,59494.0,63058.0
Virginia,2014,0.4658,7.25,5.116666666666666,464514.4,8326289.0,1173872.0,55788.887462349674,14.09838164397128,11.1,61486.0,65169.0
Washington,2014,0.4542,9.32,5.925,442930.0,7061530.0,1005685.0,62724.36709891482,14.24174364479086,4.9,67243.0,71271.0
West Virginia,2014,0.4546,7.25,6.5,71769.1,1850326.0,152434.0,38787.273161594225,8.238223967019866,10.6,42824.0,45389.0
Wisconsin,2014,0.4397,7.25,5.3500000000000005,293836.7,5757564.0,736544.0,51034.89948179473,12.79263243969151,11.7,55425.0,58745.0
Wyoming,2014,0.427,5.15,4.341666666666667,39431.7,584153.0,69557.0,67502.34955568146,11.907325649273393,6.7,60925.0,64575.0
Alabama,2015,0.4811,7.25,6.125,200197.5,4858979.0,504626.0,41201.556952602594,10.385432824467857,10.2,47221.0,49412.0
Alaska,2015,0.4322,8.75,6.275,50728.1,738432.0,87869.0,68697.04996533196,11.899403059455711,19.6,75723.0,79237.0
Arizona,2015,0.4702,8.05,6.075,298615.0,6828065.0,788933.0,43733.47353898945,11.554269035224474,5.2,57100.0,59750.0
Arkansas,2015,0.4773,7.5,4.95,117734.3,2978204.0,278975.0,39531.97967634185,9.367222661711555,5.1,45907.0,48037.0
California,2015,0.4876,9.0,6.2250000000000005,2559643.2,39144818.0,5285754.0,65389.06886730193,13.503074659843865,15.9,66637.0,69729.0
Colorado,2015,0.458,8.23,3.7416666666666663,317992.4,5456574.0,909032.0,58276.933475107275,16.65939103913921,8.4,70566.0,73841.0
Connecticut,2015,0.4916,9.15,5.616666666666667,262372.7,3590886.0,535933.0,73066.28503383287,14.924812427907764,17.0,75923.0,79446.0
Delaware,2015,0.4523,8.25,4.791666666666667,71547.8,945934.0,117581.0,75637.20090407999,12.43014840358841,9.2,58046.0,60740.0
Florida,2015,0.4872,8.05,5.525,897754.7,20271272.0,2620339.0,44287.04326003814,12.926366929514831,10.4,51176.0,53551.0
Georgia,2015,0.4801,5.15,6.075,515753.0,10214860.0,1244449.0,50490.46193486744,12.182731824028915,6.8,53527.0,56011.0
Hawaii,2015,0.4346,7.75,3.4166666666666665,82644.0,1431603.0,205033.0,57728.2947856354,14.321917458960339,4.0,72133.0,75480.0
Idaho,2015,0.4525,7.25,3.8666666666666663,66082.0,1654930.0,189566.0,39930.38980500685,11.45462345839401,20.4,56564.0,59189.0
Illinois,2015,0.4817,8.25,5.991666666666667,795326.1,12859995.0,1757697.0,61844.9773891825,13.667944660942712,6.8,61386.0,64235.0
Indiana,2015,0.4519,7.25,4.783333333333333,329527.7,6619680.0,697223.0,49780.00447151524,10.532578614071978,15.2,56094.0,58697.0
Iowa,2015,0.4393,7.25,3.6916666666666655,179459.2,3123899.0,377035.0,57447.183791793526,12.069372281242128,10.0,59094.0,61836.0
Kansas,2015,0.4596,7.25,4.15,154015.6,2911641.0,384495.0,52896.49376416942,13.205439818988673,9.6,56810.0,59446.0
Kentucky,2015,0.4781,7.25,5.233333333333333,192819.3,4425092.0,406865.0,43574.077103933654,9.194498103090286,8.7,45369.0,47474.0
Louisiana,2015,0.4909,7.25,6.291666666666667,231751.8,4670724.0,470739.0,49617.96072728767,10.07850174833709,11.0,42196.0,44154.0
Maine,2015,0.4523,7.5,4.383333333333334,57559.8,1329328.0,187513.0,43299.922968597675,14.105848970306804,5.8,50856.0,53216.0
Maryland,2015,0.4524,8.25,4.991666666666666,370768.3,6006401.0,866352.0,61728.86225878026,14.423812196355188,11.6,73760.0,77183.0
Massachusetts,2015,0.4848,9.0,4.791666666666667,503178.5,6794422.0,1086715.0,74057.58723847297,15.994222908144357,10.4,72266.0,75620.0
Michigan,2015,0.4667,8.15,5.425,473149.5,9922576.0,1145546.0,47684.1396830823,11.544844806429298,12.9,57091.0,59740.0
Minnesota,2015,0.4492,7.25,3.7916666666666665,333065.8,5489594.0,847584.0,60672.21000314413,15.439830340823018,15.2,70218.0,73477.0
Mississippi,2015,0.4759,7.25,6.483333333333333,105427.9,2992333.0,253036.0,35232.676309755625,8.456144419755422,14.2,41099.0,43006.0
Missouri,2015,0.4634,7.65,5.108333333333333,293938.3,6083672.0,706922.0,48315.934849873556,11.61998871734045,5.4,55016.0,57569.0
Montana,2015,0.4623,8.05,4.291666666666667,46269.3,1032949.0,144135.0,44793.40219120208,13.953738277494823,8.8,57075.0,59724.0
Nebraska,2015,0.4473,8.0,2.983333333333333,115663.9,1896190.0,244556.0,60998.053992479654,12.89723076274002,12.2,59374.0,62129.0
Nevada,2015,0.4548,7.25,6.8500000000000005,143554.0,2890845.0,304948.0,49658.14493686102,10.548749587058454,7.7,55431.0,58003.0
New Hampshire,2015,0.4347,7.25,3.391666666666667,75832.0,1330608.0,205513.0,56990.488558613804,15.445044671308153,14.3,76260.0,79799.0
New Jersey,2015,0.4832,8.38,5.7,569116.5,8958013.0,1437307.0,63531.55549115635,16.044930946181925,9.7,68468.0,71645.0
New Mexico,2015,0.4795,7.5,6.6000000000000005,91322.0,2085109.0,198116.0,43797.23074429202,9.50146970733904,15.4,48451.0,50699.0
New York,2015,0.5138,8.75,5.233333333333333,1485620.8,19795791.0,2727078.0,75047.30677344493,13.77604966631543,6.2,61437.0,64288.0
North Carolina,2015,0.4776,7.25,5.658333333333334,502808.4,10042802.0,1277412.0,50066.54517334903,12.719677237488103,24.7,53764.0,56259.0
North Dakota,2015,0.4664,7.25,2.783333333333333,55069.1,756928.0,105625.0,72753.41908345312,13.954431597192865,3.0,60184.0,62977.0
Ohio,2015,0.4637,7.25,4.95,609321.7,11613423.0,1329009.0,52467.020274728646,11.44373196429683,5.4,53985.0,56490.0
Oklahoma,2015,0.4702,2.0,4.291666666666667,184140.4,3911338.0,421765.0,47078.62117771463,10.783138659967511,12.3,50943.0,53307.0
Oregon,2015,0.4622,9.25,5.466666666666666,202718.6,4028977.0,566244.0,50315.15444243042,14.054287229735984,5.6,59135.0,61879.0
Pennsylvania,2015,0.4685,7.25,5.391666666666667,711787.2,12802503.0,1611499.0,55597.503082014504,12.587374515748992,14.8,60979.0,63809.0
Rhode Island,2015,0.4732,9.0,6.025,56560.7,1056298.0,141131.0,53546.158375761384,13.360907622659516,13.3,61528.0,64383.0
South Carolina,2015,0.4698,7.25,5.9,204000.4,4896146.0,575843.0,41665.50588973449,11.761148462484575,14.2,54336.0,56858.0
South Dakota,2015,0.4436,8.5,3.0500000000000003,47630.5,858469.0,110562.0,55483.07510230422,12.87897408060163,2.1,57450.0,60116.0
Tennessee,2015,0.4789,7.25,5.566666666666666,323658.5,6600299.0,719980.0,49036.945144454825,10.908293700027832,5.9,51344.0,53727.0
Texas,2015,0.4823,7.25,4.483333333333333,1564374.3,27469114.0,3266266.0,56950.30061763187,11.890685662449833,5.4,58146.0,60844.0
Utah,2015,0.4252,7.25,3.5083333333333333,148917.8,2995919.0,368302.0,49706.8845986824,12.293456532035746,4.5,67481.0,70613.0
Vermont,2015,0.4452,9.15,3.533333333333333,30663.7,626042.0,97824.0,48980.26011034404,15.625788685104194,3.9,60837.0,63660.0
Virginia,2015,0.4681,7.25,4.366666666666666,484530.8,8382993.0,1209217.0,57799.260956080965,14.424645231124492,12.6,66451.0,69535.0
Washington,2015,0.4561,9.47,5.433333333333334,471702.8,7170351.0,1059707.0,65785.1756490024,14.779011515614787,5.4,70310.0,73573.0
West Virginia,2015,0.4581,8.0,6.583333333333333,70815.9,1844128.0,152256.0,38400.75092401395,8.256259869163095,12.4,44354.0,46412.0
Wisconsin,2015,0.441,7.25,4.425,306498.9,5771337.0,742544.0,53107.08766443547,12.866065523465359,8.3,59817.0,62593.0
Wyoming,2015,0.4374,5.15,4.208333333333333,37860.7,586107.0,67108.0,64596.90807309927,11.449786472435921,7.1,57829.0,60513.0
Alabama,2016,0.4847,7.25,5.908333333333334,204454.7,4863300.0,506680.0,42040.32241482122,10.41844015380503,8.1,51113.0,52359.0
Alaska,2016,0.4081,9.75,6.6000000000000005,49755.6,741894.0,90861.0,67065.64549652646,12.247167385098141,18.5,72231.0,73992.0
Arizona,2016,0.4713,8.05,5.483333333333333,313056.5,6931071.0,835779.0,45167.11775135474,12.05843945329661,4.5,61125.0,62615.0
Arkansas,2016,0.4719,8.0,3.983333333333333,119191.8,2988248.0,282608.0,39886.85008740908,9.457314118506897,3.9,48829.0,50019.0
California,2016,0.4899,10.0,5.516666666666667,2671100.5,39250017.0,5426164.0,68053.48644817148,13.824615668319328,15.9,69759.0,71459.0
Colorado,2016,0.4586,8.31,3.1333333333333333,327757.3,5540545.0,934273.0,59156.147996271124,16.862474720447178,9.8,74172.0,75980.0
Connecticut,2016,0.4945,9.6,4.866666666666666,266747.3,3576452.0,541369.0,74584.33665543393,15.137040843830702,17.5,72780.0,74554.0
Delaware,2016,0.4522,8.25,4.525,69284.2,952065.0,121717.0,72772.55229422361,12.78452626658894,11.4,62318.0,63837.0
Florida,2016,0.4852,8.05,4.916666666666667,941561.2,20612439.0,2675907.0,45679.27162816588,12.982000819990297,9.5,53681.0,54990.0
Georgia,2016,0.4813,5.15,5.466666666666668,541292.2,10310371.0,1270275.0,52499.7791059119,12.320361701824309,5.6,57016.0,58406.0
Hawaii,2016,0.442,8.5,2.891666666666667,85899.9,1428557.0,211850.0,60130.53731842691,14.829649779462773,3.9,73575.0,75369.0
Idaho,2016,0.4503,7.25,3.675,69075.5,1683140.0,203363.0,41039.663961405466,12.082357973787088,19.9,60208.0,61676.0
Illinois,2016,0.481,8.25,5.883333333333333,803943.7,12801539.0,1813840.0,62800.550777527606,14.168921408590013,6.1,64609.0,66184.0
Indiana,2016,0.4527,7.25,4.366666666666666,337217.2,6633053.0,716293.0,50838.91233795358,10.7988433079006,14.5,58873.0,60308.0
Iowa,2016,0.4451,7.25,3.575,179939.8,3134693.0,398242.0,57402.686642679204,12.704338191969677,10.4,63481.0,65028.0
Kansas,2016,0.455,7.25,4.016666666666667,159232.8,2907289.0,390861.0,54770.20000419634,13.444174280575478,8.9,57872.0,59283.0
Kentucky,2016,0.4813,7.25,5.033333333333333,195840.2,4436974.0,419081.0,44138.23475188271,9.445198461834575,8.6,51348.0,52600.0
Louisiana,2016,0.499,7.25,6.066666666666666,223409.5,4681666.0,473299.0,47720.08511499966,10.109627641100412,11.1,43903.0,44973.0
Maine,2016,0.4519,7.5,3.775,59754.2,1331479.0,181434.0,44878.06416774128,13.626501056344113,4.2,51664.0,52923.0
Maryland,2016,0.4499,8.75,4.291666666666667,387620.2,6016447.0,860491.0,64426.762173754716,14.302311646724386,11.4,81084.0,83061.0
Massachusetts,2016,0.4786,10.0,4.041666666666667,519143.5,6811779.0,1124295.0,76212.61641048543,16.505159665338525,11.0,73227.0,75012.0
Michigan,2016,0.4695,8.5,5.008333333333334,488962.6,9928300.0,1162737.0,49249.37804055075,11.711340310022864,12.1,57700.0,59107.0
Minnesota,2016,0.4496,7.25,3.875,341696.3,5519952.0,860125.0,61902.04190181364,15.582110134291021,14.4,71920.0,73673.0
Mississippi,2016,0.4828,7.25,5.966666666666666,106492.9,2988726.0,264865.0,35631.53664805673,8.86213724510042,14.2,43441.0,44500.0
Missouri,2016,0.4646,7.65,4.55,297752.6,6093000.0,729511.0,48867.979648777284,11.97293615624487,6.6,56885.0,58272.0
Montana,2016,0.4667,8.05,4.325,45680.3,1042520.0,148944.0,43817.19295553083,14.286920155009017,9.7,59087.0,60527.0
Nebraska,2016,0.4477,9.0,3.0666666666666664,116879.2,1907116.0,261931.0,61285.836834256545,13.7344031511455,11.9,59619.0,61072.0
Nevada,2016,0.4577,7.25,5.808333333333334,150287.3,2940058.0,308547.0,51117.120818704934,10.494588882260146,7.4,56550.0,57929.0
New Hampshire,2016,0.4304,7.25,2.8833333333333333,78509.0,1334795.0,213461.0,58817.27156604572,15.992043722069681,12.1,74801.0,76624.0
New Jersey,2016,0.4813,8.38,4.941666666666666,581504.4,8944469.0,1460518.0,65012.73580354519,16.328727842871388,9.4,72997.0,74776.0
New Mexico,2016,0.4769,7.5,6.75,91240.2,2081015.0,215691.0,43844.085698565366,10.364701840207784,16.1,47855.0,49022.0
New York,2016,0.5129,9.0,4.875,1545987.7,19745289.0,2749619.0,78296.53442904785,13.925443177863844,6.3,62447.0,63969.0
North Carolina,2016,0.478,7.25,5.1,520356.6,10146788.0,1345615.0,51282.88873286797,13.261487280506895,23.6,50343.0,51570.0
North Dakota,2016,0.4533,7.25,3.1,50792.3,757953.0,107578.0,67012.4664721955,14.193228340015807,3.0,59886.0,61346.0
Ohio,2016,0.468,7.25,5.075,621542.6,11614373.0,1362205.0,53514.95082859832,11.728614192087683,5.5,59768.0,61225.0
Oklahoma,2016,0.4645,2.0,4.658333333333333,177813.0,3923561.0,432922.0,45319.29030796259,11.033905169309206,12.4,55006.0,56347.0
Oregon,2016,0.4583,9.75,4.75,214617.5,4093465.0,572508.0,52429.29889470168,13.985901919278653,5.4,64610.0,66185.0
Pennsylvania,2016,0.4689,7.25,5.341666666666666,726884.5,12784227.0,1676971.0,56857.9156174245,13.117500182060285,13.5,63173.0,64713.0
Rhode Island,2016,0.4781,9.6,5.241666666666666,57529.4,1056426.0,151195.0,54456.63018517152,14.311934768739127,12.1,66390.0,68008.0
South Carolina,2016,0.4735,7.25,4.916666666666667,213584.6,4961119.0,591086.0,43051.69861879951,11.914368512426329,15.5,54971.0,56311.0
South Dakota,2016,0.4495,8.55,3.016666666666667,48731.3,865454.0,111002.0,56307.209857485206,12.825869428068968,1.6,56894.0,58281.0
Tennessee,2016,0.479,7.25,4.758333333333334,334435.7,6651194.0,756055.0,50282.05462056888,11.367207151076935,5.2,55240.0,56587.0
Texas,2016,0.48,7.25,4.65,1567687.1,27862596.0,3362678.0,56264.93310242879,12.068789282951236,5.7,59295.0,60740.0
Utah,2016,0.4263,7.25,3.35,157442.7,3051217.0,381130.0,51599.96814385866,12.491081427509089,4.0,71319.0,73058.0
Vermont,2016,0.4539,9.6,3.125,31430.4,624594.0,92871.0,50321.32873514635,14.86901891468698,4.7,63805.0,65360.0
Virginia,2016,0.4705,7.25,4.0,496570.2,8411808.0,1241751.0,59032.51714732433,14.761998847334604,11.5,71293.0,73031.0
Washington,2016,0.4591,9.47,5.2250000000000005,493634.5,7288000.0,1098509.0,67732.5054884742,15.072845773874862,4.3,75418.0,77256.0
West Virginia,2016,0.4711,8.75,6.091666666666666,70006.2,1831102.0,162243.0,38231.73149283874,8.860402096660918,11.8,45392.0,46499.0
Wisconsin,2016,0.4498,7.25,3.908333333333333,313440.2,5778709.0,758503.0,54240.523272585626,13.125821009502294,8.1,63451.0,64998.0
Wyoming,2016,0.436,5.15,5.333333333333333,35704.0,585501.0,67845.0,60980.254517071706,11.58751223311318,6.3,57837.0,59247.0
Alabama,2017,0.4768,7.25,4.508333333333334,210895.7,4874747.0,528019.0,43262.901643921214,10.83172111291109,7.4,50865.0,52105.0
Alaska,2017,0.4241,9.8,6.508333333333333,51737.0,739795.0,86444.0,69934.23853905474,11.684858643272799,18.1,77987.0,79888.0
Arizona,2017,0.4668,10.0,4.9750000000000005,330146.6,7016270.0,863062.0,47054.432055778925,12.300866414775943,4.0,59700.0,61155.0
Arkansas,2017,0.4725,8.5,3.7416666666666663,122978.5,3004279.0,301294.0,40934.44716685767,10.028828880406913,5.1,49751.0,50964.0
California,2017,0.4866,10.0,4.833333333333333,2831038.4,39536653.0,5616449.0,71605.41384218841,14.20567643902482,15.5,70038.0,71745.0
Colorado,2017,0.4553,9.3,2.6083333333333334,348175.5,5607154.0,994894.0,62094.87023185024,17.743297223511252,9.6,74984.0,76812.0
Connecticut,2017,0.4943,10.1,4.416666666666667,272569.9,3588184.0,533791.0,75963.18917870433,14.876355281668943,16.9,74304.0,76115.0
Delaware,2017,0.4811,8.25,4.466666666666667,69899.4,961939.0,121442.0,72665.10662318504,12.624709051197632,10.7,64961.0,66545.0
Florida,2017,0.4859,8.1,4.3,990096.6,20984400.0,2839500.0,47182.507005203865,13.53148052839252,9.8,53086.0,54380.0
Georgia,2017,0.483,5.15,4.758333333333334,568398.9,10429379.0,1311611.0,54499.78373592522,12.576117906924274,5.6,57985.0,59398.0
Hawaii,2017,0.4455,9.25,2.216666666666667,89618.6,1427538.0,216993.0,62778.433919097086,15.20050604607373,4.0,73599.0,75393.0
Idaho,2017,0.4478,7.25,3.216666666666667,73286.5,1716943.0,202800.0,42684.29412042217,11.811690894805476,21.3,59497.0,60947.0
Illinois,2017,0.4818,8.25,4.95,823776.2,12802023.0,1829903.0,64347.345728093125,14.293858087897515,4.8,65969.0,67577.0
Indiana,2017,0.4497,7.25,3.4916666666666667,350436.3,6666818.0,753268.0,52564.25179148433,11.29876351806814,15.0,58767.0,60200.0
Iowa,2017,0.4381,7.25,3.0583333333333336,182151.3,3145711.0,406630.0,57904.651762351976,12.926489432754629,8.9,63467.0,65014.0
Kansas,2017,0.4539,7.25,3.6166666666666663,163968.3,2913123.0,403542.0,56286.08884691789,13.852556174250108,7.0,56900.0,58287.0
Kentucky,2017,0.4784,7.25,4.775,200345.5,4454189.0,423916.0,44979.119655676936,9.517243206339021,7.8,49672.0,50883.0
Louisiana,2017,0.4935,7.25,5.108333333333333,235712.2,4684333.0,482439.0,50319.26637154105,10.29899027246782,9.6,43565.0,44627.0
Maine,2017,0.4526,9.0,3.358333333333333,61671.5,1335907.0,193860.0,46164.51594310083,14.511489197975608,4.4,53316.0,54616.0
Maryland,2017,0.453,8.75,4.0,399737.6,6052177.0,889090.0,66048.56401258588,14.690416357618094,11.4,82093.0,84094.0
Massachusetts,2017,0.4851,11.0,3.7916666666666665,539973.4,6859819.0,1146586.0,78715.40050838076,16.714522642652817,10.8,76243.0,78102.0
Michigan,2017,0.4671,8.9,4.575,501914.9,9962311.0,1201375.0,50381.37235426599,12.05919991857311,12.4,56405.0,57780.0
Minnesota,2017,0.4516,7.75,3.483333333333333,353416.4,5576606.0,888880.0,63374.81973802704,15.939444170880998,15.6,69975.0,71681.0
Mississippi,2017,0.479,7.25,5.233333333333333,109431.1,2984100.0,265220.0,36671.391709393116,8.887771857511478,15.2,43281.0,44336.0
Missouri,2017,0.4618,7.7,3.7416666666666663,305471.4,6113532.0,743797.0,49966.43511475854,12.166403970732468,5.3,56530.0,57908.0
Montana,2017,0.4539,8.15,4.091666666666666,47946.9,1050493.0,157326.0,45642.28414658641,14.976396796551713,8.7,57407.0,58806.0
Nebraska,2017,0.4391,9.0,2.975,120949.7,1920076.0,263330.0,62992.141977713385,13.714561298615264,11.9,59583.0,61035.0
Nevada,2017,0.4606,7.25,4.983333333333333,158502.8,2998039.0,340110.0,52868.82525544197,11.3444154662431,8.2,58041.0,59456.0
New Hampshire,2017,0.4386,7.25,2.808333333333333,80838.4,1342795.0,216750.0,60201.59443548717,16.141704429939043,12.7,75630.0,77474.0
New Jersey,2017,0.4794,8.44,4.533333333333333,590696.6,9005644.0,1506899.0,65591.82219505901,16.732828879311683,11.3,71240.0,72977.0
New Mexico,2017,0.4776,7.5,6.041666666666667,94456.7,2088070.0,211995.0,45236.366596905274,10.152676873859592,16.2,45601.0,46713.0
New York,2017,0.5157,9.7,4.633333333333334,1608890.2,19849399.0,2794920.0,81054.85712690848,14.080627831603366,6.7,61543.0,63043.0
North Carolina,2017,0.4763,7.25,4.525,541040.7,10273419.0,1406739.0,52664.132554118536,13.692997433473705,23.8,49547.0,50755.0
North Dakota,2017,0.4546,7.25,2.6083333333333334,52607.1,755393.0,108045.0,69642.0273950116,14.303150810240497,3.4,60167.0,61634.0
Ohio,2017,0.4642,8.15,4.966666666666667,642351.4,11658609.0,1381934.0,55096.74438863162,11.853335162024905,5.1,60688.0,62167.0
Oklahoma,2017,0.4658,2.0,4.033333333333333,185485.6,3930864.0,437243.0,47186.979758139685,11.123330646901037,12.5,51882.0,53147.0
Oregon,2017,0.4593,9.75,4.058333333333333,227042.2,4142776.0,609160.0,54804.363064766236,14.704150067490977,5.5,62498.0,64021.0
Pennsylvania,2017,0.4777,7.25,4.9750000000000005,745140.8,12805537.0,1697397.0,58188.95373149912,13.255180161519192,14.9,61285.0,62779.0
Rhode Island,2017,0.4722,9.6,4.508333333333334,58117.2,1059639.0,149699.0,54846.225931661626,14.127358468308545,12.0,65401.0,66995.0
South Carolina,2017,0.4795,7.25,4.2,223414.0,5024369.0,607024.0,44466.08121338222,12.081596713935621,16.1,54537.0,55866.0
South Dakota,2017,0.4488,8.65,3.0500000000000003,50342.9,869666.0,109803.0,57887.625824166986,12.625881660315569,2.6,56914.0,58301.0
Tennessee,2017,0.4822,7.25,3.75,346283.0,6715984.0,790840.0,51561.02218230419,11.775489637855003,5.4,55306.0,56654.0
Texas,2017,0.4781,7.25,4.341666666666667,1665428.0,28304596.0,3510311.0,58839.49023685058,12.401911689536217,5.7,60092.0,61557.0
